Epoch,Time (s)
1,42.262840032577515
2,20.257526397705078
3,20.32893967628479
4,20.059072017669678
5,20.49780821800232
6,20.226948499679565
7,20.399309158325195
8,20.24043846130371
9,21.491755723953247
10,20.02232027053833
11,20.42651867866516
12,20.34294366836548
13,20.141053676605225
14,20.225056171417236
15,20.050790071487427
16,20.0993492603302
17,20.003385066986084
18,20.069555044174194
19,20.1093852519989
20,19.994526147842407
21,19.995909214019775
22,20.113626718521118
23,20.166844129562378
24,20.151542901992798
25,20.216992616653442
26,20.031213760375977
27,20.064929246902466
28,20.45272946357727
29,20.499385595321655
30,20.15158987045288
31,20.205580949783325
32,20.186232566833496
33,20.128047466278076
34,20.01399540901184
35,20.272958517074585
36,20.157991647720337
37,20.17778491973877
38,20.000503063201904
39,20.064915657043457
40,20.10212016105652
41,20.018909215927124
42,20.066993236541748
43,20.175269842147827
44,20.028076887130737
45,19.980399131774902
46,20.318042516708374
47,20.033231019973755
48,20.173453330993652
49,20.013399600982666
50,20.110426425933838
