Epoch,Time (s)
1,20.72140598297119
2,16.964974403381348
3,17.2846896648407
4,17.090367794036865
5,16.991342544555664
6,15.199953317642212
7,15.15074872970581
8,15.210473775863647
9,15.48457932472229
10,14.991565704345703
11,15.34014630317688
12,15.275297403335571
13,15.198646545410156
14,15.26267147064209
15,15.055248975753784
16,15.378669738769531
17,15.147050619125366
18,15.069879293441772
19,15.302461624145508
20,15.592633247375488
21,16.74941611289978
22,17.02847695350647
23,16.772674560546875
24,17.380619764328003
25,16.63131880760193
26,16.874099493026733
27,16.97241711616516
28,16.983909606933594
29,16.64655590057373
30,16.790769815444946
31,16.47314190864563
32,16.630095958709717
33,16.95639443397522
34,16.302612781524658
35,15.321789026260376
36,15.833748579025269
37,15.345954418182373
38,15.443769931793213
39,15.514216661453247
40,15.943672895431519
41,16.475356340408325
42,15.306381940841675
43,15.214227676391602
44,15.239809036254883
45,15.111017942428589
46,14.783684015274048
47,15.507192850112915
48,15.332545757293701
49,17.20341396331787
50,17.30130100250244
