Epoch,Time (s)
1,34.960859060287476
2,13.878233432769775
3,13.798479557037354
4,13.851812601089478
5,13.925520181655884
6,13.839313745498657
7,13.892948150634766
8,13.911543130874634
9,14.002910614013672
10,13.964226007461548
11,13.934296607971191
12,14.17843747138977
13,14.085904121398926
14,14.0240159034729
15,13.974394083023071
16,14.023701429367065
17,13.883535623550415
18,13.94666838645935
19,14.053401708602905
20,14.021976470947266
21,13.954025506973267
22,13.95180630683899
23,13.91958475112915
24,14.013500928878784
25,13.9990975856781
26,14.007674217224121
27,13.875922441482544
28,13.915242910385132
29,13.914662837982178
30,13.866836071014404
