time
T0,0.0
T1,2.3126602172851562e-05
T2,1.5976414680480957
T3,1.6766142845153809
T1,1.676804780960083
T2,3.3146119117736816
T3,3.374530792236328
T1,3.374657154083252
T2,4.816765069961548
T3,4.874211549758911
T1,4.87436842918396
T2,6.383288860321045
T3,6.446173667907715
T1,6.446280479431152
T2,7.92576265335083
T3,8.005613565444946
T1,8.005683422088623
T2,9.523305177688599
T3,9.58862018585205
T1,9.588693618774414
T2,11.013051509857178
T3,11.076034545898438
T1,11.076092720031738
T2,12.506434202194214
T3,12.568959712982178
T1,12.569018363952637
T2,13.97337555885315
T3,14.03579044342041
T1,14.035847902297974
T2,15.488277673721313
T3,15.554543495178223
T4,15.554574966430664
