Model Name,Date,Train Time,Batch Size,Epoch #,Epochs,Loss,Accuracy,True Positives,True Negatives,False Positives,False Negatives,AUC,Validation Loss,Validation Accuracy,Validation True Positives,Validation True Negatives,Validation False Positives,Validation False Negatives,Validation AUC
v2_taylor_relu,20/05/2020 19:48,1569.0920486450195,32,4,10,0.1340667842292397,0.9577056169509888,130838.0,132464.0,6633.0,4995.0,0.985806941986084,0.1255325807766108,0.9613426923751832,6925.0,7051.0,326.0,236.0,0.9865643978118896
v2_taylor_relu,20/05/2020 19:48,1569.0920486450195,32,5,10,0.12908372321452916,0.9592441916465759,131032.0,132693.0,6439.0,4766.0,0.98667174577713,0.12326602170171855,0.9624432325363159,6904.0,7088.0,347.0,199.0,0.9868762493133544
v2_taylor_relu,20/05/2020 19:48,1569.0920486450195,32,6,10,0.12664723117871288,0.9600916504859924,131091.0,132867.0,6380.0,4592.0,0.9870465993881226,0.1219752344383166,0.9636126160621644,6893.0,7116.0,358.0,171.0,0.987624168395996
v2_taylor_relu,20/05/2020 19:48,1569.0920486450195,32,7,10,0.1238728467588994,0.9609537124633788,131230.0,132965.0,6241.0,4494.0,0.9875579476356506,0.11576093387885987,0.9634750485420228,6928.0,7079.0,323.0,208.0,0.9885149598121644
v2_taylor_relu,20/05/2020 19:48,1569.0920486450195,32,8,10,0.12094470168756327,0.9620194435119628,131355.0,133133.0,6116.0,4326.0,0.9880129098892212,0.11576400181666285,0.9646443724632264,6943.0,7081.0,308.0,206.0,0.9884330630302428
v2_taylor_relu,20/05/2020 19:48,1569.0920486450195,32,9,10,0.11909731089257446,0.9626123309135436,131463.0,133188.0,6008.0,4271.0,0.9883654713630676,0.11222474212189508,0.964438021183014,6967.0,7054.0,284.0,233.0,0.9893829226493835
v2_chebyshev_relu,20/05/2020 20:11,1381.018046617508,32,0,10,0.30230858678872363,0.8713454604148865,120983.0,118576.0,16488.0,18883.0,0.9478723406791688,0.18264533932352675,0.941532552242279,6848.0,6840.0,403.0,447.0,0.97628515958786
v2_chebyshev_relu,20/05/2020 20:11,1381.018046617508,32,1,10,0.1876453874929799,0.9392318129539491,129038.0,129185.0,8433.0,8274.0,0.9762454628944396,0.1704804391706149,0.948342263698578,6810.0,6977.0,441.0,310.0,0.9785752892494202
v2_chebyshev_relu,20/05/2020 20:11,1381.018046617508,32,2,10,0.1744005721850081,0.9446440935134888,129527.0,130184.0,7944.0,7275.0,0.9785456657409668,0.16091745960798942,0.9524694085121156,6823.0,7024.0,428.0,263.0,0.980040729045868
v2_chebyshev_relu,20/05/2020 20:11,1381.018046617508,32,3,10,0.1642670439974867,0.9481613636016846,129866.0,130812.0,7605.0,6647.0,0.980272114276886,0.15962077618441672,0.9536387324333192,6814.0,7050.0,437.0,237.0,0.9813411235809326
v2_chebyshev_relu,20/05/2020 20:11,1381.018046617508,32,4,10,0.1554976719814264,0.9509402513504028,130160.0,131282.0,7311.0,6177.0,0.981999933719635,0.14323468982336987,0.9568028450012208,6921.0,6989.0,330.0,298.0,0.9832711815834044
v2_chebyshev_relu,20/05/2020 20:11,1381.018046617508,32,5,10,0.1482426936367771,0.9535809159278871,130446.0,131722.0,7025.0,5737.0,0.9832429289817809,0.137886465405529,0.9583161473274232,6924.0,7008.0,327.0,279.0,0.9844303727149964
v2_chebyshev_relu,20/05/2020 20:11,1381.018046617508,32,6,10,0.14263481394719854,0.9551994800567628,130648.0,131965.0,6823.0,5494.0,0.9843575358390808,0.1351744787249146,0.9596918225288392,6899.0,7053.0,352.0,234.0,0.9850070476531982
v2_chebyshev_relu,20/05/2020 20:11,1381.018046617508,32,7,10,0.13932465037004227,0.956381618976593,130756.0,132182.0,6715.0,5277.0,0.984898328781128,0.130012462024132,0.9604485034942628,6927.0,7036.0,324.0,251.0,0.9858149886131288
