Epoch,Time (s)
1,24.41064429283142
2,16.159952402114868
3,15.764037370681763
4,15.752459287643433
5,15.82319712638855
6,15.837317705154419
7,15.88370966911316
8,15.747682094573975
9,15.90706753730774
10,14.949565887451172
11,16.932997941970825
12,16.775737524032593
13,16.989359617233276
14,16.818812608718872
15,16.68261957168579
16,16.727298736572266
17,16.7679443359375
18,16.738319635391235
19,16.706318140029907
20,16.84288501739502
21,16.75439453125
22,16.632113695144653
23,16.712960720062256
24,16.73990225791931
25,16.806965827941895
26,16.747252941131592
27,16.707623958587646
28,16.882117986679077
29,16.740057945251465
30,16.824831008911133
31,16.905085563659668
32,16.8043692111969
33,16.902266025543213
34,16.84890627861023
35,16.761534690856934
36,16.724656581878662
37,16.819273710250854
38,16.67978572845459
39,16.921602964401245
40,16.914741039276123
41,16.928449869155884
42,16.896218061447144
43,16.730112314224243
44,16.722233057022095
45,16.8907368183136
46,16.639005661010742
47,16.813449144363403
48,16.740292072296143
49,16.718671560287476
50,16.724467992782593
