Epoch,Time (s)
1,31.671197414398193
2,17.153696298599243
3,16.568846464157104
4,16.52520227432251
5,16.35180115699768
6,16.627937078475952
7,17.29831314086914
8,17.052323579788208
9,16.30368208885193
10,16.24597930908203
11,16.28508758544922
12,16.502888441085815
13,16.33619475364685
14,16.32691240310669
15,16.58916163444519
16,17.072880744934082
17,17.925604581832886
18,17.705423831939697
19,17.424004077911377
20,17.714176177978516
21,17.574495553970337
22,17.819512367248535
23,17.838061809539795
24,17.50028896331787
25,17.829044580459595
26,17.650609254837036
27,17.674424648284912
28,17.640886545181274
29,16.7021803855896
30,17.047619342803955
31,17.7543625831604
32,18.00304341316223
33,17.34140372276306
34,18.284364223480225
35,17.324548721313477
36,16.633163928985596
37,16.99867272377014
38,16.58389139175415
39,16.35362672805786
40,16.387120246887207
41,16.48344087600708
42,17.650152444839478
43,17.81618642807007
44,17.907379388809204
45,17.47606348991394
46,17.742465496063232
47,17.95629072189331
48,17.495599031448364
49,17.698269844055176
50,16.821678400039673
