Epoch,Time (s)
1,27.048933506011963
2,18.473116397857666
3,18.37046217918396
4,18.32883358001709
5,18.450625896453857
6,18.460246801376343
7,18.470746755599976
8,18.381988286972046
9,18.491243600845337
10,18.36970806121826
11,18.45018696784973
12,18.504880905151367
13,18.54182195663452
14,18.388105154037476
15,18.448297262191772
16,18.53177785873413
17,18.361490726470947
18,18.433047771453857
19,18.408703804016113
20,18.381627321243286
21,18.506182432174683
22,18.49110460281372
23,18.44057846069336
24,18.493685007095337
25,18.722756147384644
26,18.565263271331787
27,18.35469961166382
28,18.58005428314209
29,18.55881404876709
30,18.47525453567505
31,18.512694835662842
32,18.51204824447632
33,18.492940425872803
34,18.418531894683838
35,18.626197576522827
36,18.554442167282104
37,18.431745052337646
38,18.482613801956177
39,18.599761962890625
40,18.568458795547485
41,18.450037956237793
42,18.399145126342773
43,18.432965755462646
44,18.6716468334198
45,18.585001230239868
46,18.56019616127014
47,18.40328311920166
48,18.495681762695312
49,18.492406606674194
50,18.48324704170227
