Epoch,Time (s)
1,27.849140167236328
2,17.54918098449707
3,17.649334192276
4,17.343940258026123
5,17.489887475967407
6,17.478304862976074
7,17.438645124435425
8,17.313220739364624
9,17.498369216918945
10,17.540385723114014
11,17.75739884376526
12,17.54428195953369
13,18.377407789230347
14,17.380279302597046
15,17.506760835647583
16,17.295950412750244
17,17.384559392929077
18,17.398051261901855
19,17.405177116394043
20,17.4369215965271
21,17.508953094482422
22,17.3683602809906
23,17.30775284767151
24,17.357072114944458
25,17.504797220230103
26,17.625142335891724
27,17.489840269088745
28,17.497167587280273
29,17.312216997146606
30,17.44005823135376
31,17.367814779281616
32,17.56183624267578
33,17.567260026931763
34,17.442211866378784
35,17.38775610923767
36,17.39067578315735
37,17.502960681915283
38,17.517507314682007
39,17.373703002929688
40,17.239694833755493
41,16.510172605514526
42,16.595932722091675
43,16.74807357788086
44,16.614855766296387
45,16.55435276031494
46,16.507620811462402
47,16.613643407821655
48,16.413190364837646
49,16.613661766052246
50,16.406503438949585
