Epoch,Time (s)
1,19.09677815437317
2,13.794065952301025
3,13.716759443283081
4,13.744531631469727
5,13.604073524475098
6,13.269123554229736
7,13.358629941940308
8,13.437424421310425
9,13.912494421005249
10,13.501387119293213
11,13.843563079833984
12,13.709137678146362
13,13.719330310821533
14,13.84728193283081
15,13.278746366500854
16,13.90871262550354
17,13.715751886367798
18,13.68874192237854
19,13.811815977096558
20,13.95321774482727
21,13.715994596481323
22,13.769284009933472
23,12.863704681396484
24,13.584660291671753
25,13.725106000900269
26,13.79321002960205
27,13.351638078689575
28,13.51905632019043
29,13.634599685668945
30,13.460512638092041
31,13.475090742111206
32,14.14168667793274
33,13.849380493164062
34,13.864240884780884
35,14.04320764541626
36,13.95708680152893
37,13.773978471755981
38,13.115633964538574
39,13.718013286590576
40,13.713164329528809
41,13.794769525527954
42,13.511782884597778
43,13.952590942382812
44,13.482406377792358
45,13.842779874801636
46,13.403916120529175
47,13.660409688949585
48,13.63377857208252
49,13.818699598312378
50,13.708824872970581
