Epoch,Time (s)
1,42.18851828575134
2,14.009149074554443
3,14.018917322158813
4,13.880571842193604
5,14.008544683456421
6,13.961884260177612
7,13.97589373588562
8,13.984609127044678
9,13.92274022102356
10,14.027290105819702
11,13.997035264968872
12,13.994128227233887
13,13.885478019714355
14,14.07295274734497
15,14.113411903381348
16,13.868329286575317
17,14.04644513130188
18,14.00479531288147
19,13.954137325286865
20,13.97741174697876
21,14.10727047920227
22,14.041560888290405
23,14.015772581100464
24,14.098572969436646
25,14.088139772415161
26,14.225863456726074
27,14.105904817581177
28,14.150675296783447
29,14.158093214035034
30,14.220472574234009
