Epoch,Time (s)
1,16.6107656955719
2,13.561815738677979
3,13.555624723434448
4,13.565326452255249
5,13.788944482803345
6,13.7394380569458
7,13.438267230987549
8,13.655901193618774
9,13.054151058197021
10,13.564905166625977
11,13.691067457199097
12,13.463841915130615
13,13.46341848373413
14,13.460292339324951
15,13.410254955291748
16,13.405152797698975
17,13.656033039093018
18,13.517236232757568
19,13.523896932601929
20,13.484936237335205
21,13.461439847946167
22,13.755141973495483
23,13.642024040222168
24,13.709079265594482
25,13.849138021469116
26,13.719884634017944
27,13.664634704589844
28,13.668337106704712
29,13.599365472793579
30,13.831275463104248
31,13.54733920097351
32,13.570358037948608
33,13.820258378982544
34,13.807124853134155
35,13.810264587402344
36,13.683032512664795
37,13.665560722351074
38,13.832397937774658
39,13.488586664199829
40,13.99559211730957
41,13.491883516311646
42,13.861723899841309
43,13.165415287017822
44,13.459704160690308
45,13.331284284591675
46,13.597798109054565
47,13.586733341217041
48,13.48030161857605
49,13.73582673072815
50,13.25148892402649
