Epoch,Time (s)
1,33.35978436470032
2,14.135688066482544
3,14.042699337005615
4,14.022836685180664
5,14.091782569885254
6,14.059977531433105
7,14.088114738464355
8,14.06546688079834
9,14.066110372543335
10,13.989019870758057
11,13.939547300338745
12,13.788642644882202
13,13.932417392730713
14,13.794943809509277
15,13.776657104492188
16,14.156567573547363
17,13.945388555526733
18,14.02033281326294
19,13.950469255447388
20,13.855942964553833
21,13.863758325576782
22,13.921817064285278
23,13.907405614852905
24,14.048696756362915
25,13.92005968093872
26,13.920813798904419
27,13.969505071640015
28,13.953266382217407
29,13.951019048690796
30,14.0060555934906
