Epoch,Time (s)
1,26.591747522354126
2,15.983551979064941
3,15.890506505966187
4,15.918510913848877
5,15.892258882522583
6,16.030186414718628
7,15.924469470977783
8,16.025667905807495
9,16.10278296470642
10,15.902714014053345
11,15.961303234100342
12,16.00783395767212
13,16.05352234840393
14,16.01469898223877
15,16.156764268875122
16,16.100105047225952
17,16.169310569763184
18,16.105183601379395
19,16.053577423095703
20,16.20122218132019
21,16.13220715522766
22,16.004850149154663
23,15.997108459472656
24,16.072593688964844
25,16.20171356201172
26,16.156908988952637
27,15.946040153503418
28,16.227386713027954
29,16.300020456314087
30,16.227569818496704
31,16.151857376098633
32,16.087226152420044
33,16.029923677444458
34,16.068809270858765
35,16.090376138687134
36,16.003718376159668
37,16.20595383644104
38,16.06527829170227
39,16.11609148979187
40,15.997815608978271
41,16.01692533493042
42,15.945235013961792
43,16.057344913482666
44,16.088440418243408
45,16.096314668655396
46,16.075461387634277
47,16.01312017440796
48,15.99376916885376
49,16.100585222244263
50,15.930901050567627
