Epoch,Time (s)
1,28.20016098022461
2,15.811067819595337
3,15.842442274093628
4,15.834954500198364
5,15.784903764724731
6,15.71535348892212
7,15.76731824874878
8,15.932346820831299
9,15.913491249084473
10,15.947590827941895
11,15.934105396270752
12,15.808511734008789
13,15.67448616027832
14,15.32718539237976
15,15.41206955909729
16,15.393362045288086
17,15.339438915252686
18,15.398305892944336
19,15.465850830078125
20,15.336287498474121
21,15.23296594619751
22,15.349540948867798
23,15.363592863082886
24,15.332541227340698
25,15.236212730407715
26,15.321577310562134
27,15.282082557678223
28,15.284558296203613
29,15.396272897720337
30,15.425904989242554
31,15.280909061431885
32,15.429052591323853
33,15.332656860351562
34,15.322611093521118
35,15.366153478622437
36,15.45572829246521
37,15.509312152862549
38,15.432180881500244
39,15.417972564697266
40,15.361012935638428
41,15.418233871459961
42,15.436087131500244
43,15.38665223121643
44,15.448459148406982
45,15.420440435409546
46,15.432405471801758
47,15.44013524055481
48,15.419960975646973
49,15.469225883483887
50,15.23576021194458
