Epoch,Time (s)
1,15.461541414260864
2,12.90367579460144
3,12.903552770614624
4,12.94819188117981
5,12.856732845306396
6,13.259486675262451
7,12.886744022369385
8,12.919326305389404
9,13.179432392120361
10,12.903983116149902
11,12.824679374694824
12,13.257961511611938
13,12.827131032943726
14,12.895649909973145
15,13.261997938156128
16,12.928184986114502
17,12.545221328735352
18,13.09179949760437
19,12.813781261444092
20,12.808685302734375
21,13.13917088508606
22,12.860627889633179
23,12.728098154067993
24,13.145801544189453
25,12.760831117630005
26,12.758063793182373
27,13.107518434524536
28,12.698506116867065
29,12.605558156967163
30,13.054858684539795
31,12.686727523803711
32,12.84325385093689
33,12.712654829025269
34,12.930494785308838
35,12.703502178192139
36,12.78731894493103
37,12.852737665176392
38,12.804630041122437
39,12.729757070541382
40,12.776216506958008
41,12.738052368164062
42,12.647535800933838
43,12.763495445251465
44,12.774254560470581
45,12.75254225730896
46,12.744719505310059
47,12.636411666870117
48,12.726588010787964
49,12.58509635925293
50,12.695613861083984
